AAAS Afrcn and Afrcn-Amer Stds,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
NR,13230,IDT,3600,M54,11M,3,Technology in Education,,TBA,20,0,20,100,0,100,0,0,0,TBA,01/17-05/04,WEB 100,Course Fee Teacher Education and (Tiger Eats Does Not Apply) and UM3D Approved Online Section
NR,17863,IDT,3600,M90,U28,3,"Technology in Education Jackson, TN - Lambuth Section",,TBA,20,0,20,100,0,100,0,0,0,Tiffany E Bates (P),01/17-05/04,WEB 100,Course Fee Teacher Education and (Tiger Eats Does Not Apply) and UM3D Approved Online Section
NR,24662,IDT,7060,M50,11M,3,Message Design,,TBA,20,0,20,100,0,100,0,0,0,TBA,03/13-04/26,WEB 100,Online MS ICL IDT GR and UM3D Approved Online Section and Supplemental Course
NR,13234,IDT,7060,M51,11M,3,Message Design,,TBA,20,0,20,100,0,100,0,0,0,TBA,03/13-04/26,WEB 100,Online MS ICL IDT GR and UM3D Approved Online Section and Supplemental Course
NR,15955,IDT,7061,M50,11M,3,Instructional Design & EdTech,,TBA,18,0,18,100,0,100,0,0,0,Kaylah Evelyn Holland (P),01/17-03/03,WEB 100,Online IDT Certificate GR and Course Fee Teacher Education and UM3D Approved Online Section
NR,13237,IDT,7061,M51,11M,3,Instructional Design & EdTech,,TBA,18,0,18,100,0,100,0,0,0,TBA,01/17-03/03,WEB 100,Online IDT Certificate GR and Course Fee Teacher Education and UM3D Approved Online Section
NR,13236,IDT,7061,M52,11M,3,Instructional Design & EdTech,,TBA,18,0,18,100,0,100,0,0,0,"Margaret Barber Murdock (P), Marla C Phillips",01/17-03/03,WEB 100,Online IDT Certificate GR and Course Fee Teacher Education and UM3D Approved Online Section
NR,15962,IDT,7062,M50,11M,3,"Teaching, Learning, & Tech",,TBA,20,0,20,100,0,100,0,0,0,Clif Mims (P),03/13-04/26,WEB 100,Online IDT Certificate GR and UM3D Approved Online Section and Supplemental Course
NR,27376,IDT,7075,M50,11M,3,Instrctnl/Performnce Consultng,,TBA,12,0,12,100,0,100,0,0,0,Craig Erschel Shepherd (P),01/17-05/04,WEB 100,Online MS ICL IDT GR and UM3D Approved Online Section
NR,15966,IDT,7080,M50,11M,3,Learning Experience Design,,TBA,10,0,10,100,0,100,0,0,0,Andrew Atef Tawfik (P),01/17-03/03,WEB 100,Online MS ICL IDT GR and UM3D Approved Online Section
NR,21914,IDT,7080,M51,11M,3,Learning Experience Design,,TBA,10,0,10,100,0,100,0,0,0,TBA,01/17-03/03,WEB 100,Online MS ICL IDT GR and UM3D Approved Online Section
NR,25438,IDT,8500,M52,11M,3,Res. and Scholar. in IDT II,,TBA,20,0,20,100,0,100,0,0,0,Amanda Rockinson (P),03/13-04/26,WEB 100,Online IDT EDD ICL GR and UM3D Approved Online Section and Supplemental Course
INFS Informatn Sys,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
NR,28119,INFS,3700,M50,11M,3,Systems Analysis and Design,,TBA,25,0,25,100,0,100,0,0,0,Scott W Vann (P),01/17-05/04,WEB 100,(Tiger Eats Does Not Apply) and Online Liberal Studies UG and UM3D Approved Online Section
NR,28120,INFS,4900,M50,11M,3,Business Data Communications,,TBA,25,0,25,100,0,100,0,0,0,Barrett Henry Schwarz (P),01/17-05/04,WEB 100,(Tiger Eats Does Not Apply) and Online Liberal Studies UG and UM3D Approved Online Section
INTL Intl & Global Studies,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
NR,26028,INTL,1101,M50,11M,3,Intro to International Studies,,TBA,25,0,25,100,0,100,0,0,0,Michael Jakob Lejman (P),01/17-05/04,WEB 100,Gen Ed Social/Behavioral Sci and Online Intl Studies Gen Ed UG and (Tiger Eats Does Not Apply) and UM3D Approved Online Section
NR,11989,INTL,4601,1,11M,3,Seminar International Studies,MW,02:20 pm-03:45 pm,25,0,25,100,0,100,0,0,0,Nicole Angelle Detraz (P),01/17-05/04,CL 411,
NR,28820,INTL,4601,M50,11M,3,Seminar International Studies,,TBA,25,0,25,100,0,100,0,0,0,Nicole Angelle Detraz (P),01/17-05/04,WEB 100,(Tiger Eats Does Not Apply) and UM3D Approved Online Section
ITAL Italian,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
NR,19345,ITAL,1010,2,11M,3,Elementary Italian I,TR,11:20 am-12:45 pm,30,0,30,100,0,100,0,0,0,Immacolata Nicolella (P),01/17-05/04,TBA,Foreign Language I
NR,10956,ITAL,1020,1,11M,3,Elementary Italian II,MWF,10:20 am-11:15 am,30,0,30,100,0,100,0,0,0,Cosetta Gaudenzi (P),01/17-05/04,TBA,Foreign Language II
NR,19346,ITAL,2010,1,11M,3,Intermediate Italian I,MWF,11:30 am-12:25 pm,30,0,30,100,0,100,0,0,0,Cosetta Gaudenzi (P),01/17-05/04,TBA,
NR,10964,ITAL,2020,1,11M,3,Intermediate Italian II,MWF,09:10 am-10:05 am,30,0,30,100,0,100,0,0,0,Cosetta Gaudenzi (P),01/17-05/04,TBA,
NR,10965,ITAL,3302,1,11M,3,Conversation/Composition II,MW,12:40 pm-02:05 pm,15,0,15,100,0,100,0,0,0,Cosetta Gaudenzi (P),01/17-05/04,TBA,
JAPN Japanese,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
NR,10967,JAPN,1010,2,11M,3,Elementary Japanese I,MWF,11:30 am-12:25 pm,25,0,25,100,0,100,0,0,0,Kaori Fujii (P),01/17-05/04,JO 249,Foreign Language I
NR,21757,JAPN,1010,3,11M,3,Elementary Japanese I,MWF,10:20 am-11:15 am,25,0,25,100,0,100,0,0,0,Hironori Nishi (P),01/17-05/04,TBA,Foreign Language I
NR,28791,JAPN,1010,M50,11M,3,Elementary Japanese I,,TBA,25,0,25,100,0,100,0,0,0,Kaori Fujii (P),01/17-05/04,WEB 100,(Tiger Eats Does Not Apply) and UM3D Approved Online Section and Foreign Language I
NR,15844,JAPN,1020,3,11M,3,Elementary Japanese II,MWF,11:30 am-12:25 pm,25,0,25,100,0,100,0,0,0,Yukiko Terada (P),01/17-05/04,TBA,Foreign Language II
NR,15846,JAPN,1020,4,11M,3,Elementary Japanese II,MWF,10:20 am-11:15 am,25,0,25,100,0,100,26,0,26,Yukiko Terada (P),01/17-05/04,JO 249,Foreign Language II
NR,22158,JAPN,2010,2,11M,3,Intermediate Japanese I,MWF,10:20 am-11:15 am,25,0,25,100,0,100,0,0,0,Shinobu Watanabe (P),01/17-05/04,JO 226,
NR,10971,JAPN,2020,1,11M,3,Intermediate Japanese II,MWF,10:20 am-11:15 am,20,0,20,100,0,100,20,0,20,Akemi Sommer (P),01/17-05/04,TBA,
NR,22907,JAPN,2020,2,11M,3,Intermediate Japanese II,MWF,11:30 am-12:25 pm,25,0,25,100,0,100,0,0,0,Akemi Sommer (P),01/17-05/04,TBA,
NR,19288,JAPN,3301,1,11M,3,Conversation/Composition I,MWF,10:20 am-11:15 am,20,0,20,100,0,100,0,0,0,Kaori Fujii (P),01/17-05/04,TBA,
NR,10973,JAPN,3302,1,11M,3,Conversation/Composition II,MWF,11:30 am-12:25 pm,20,0,20,100,0,100,20,0,20,Yuki Matsuda (P),01/17-05/04,TBA,
NR,17071,JAPN,3402,1,11M,3,Readings/JAPN Culture,MWF,09:10 am-10:05 am,20,0,20,100,0,100,0,0,0,Shinobu Watanabe (P),01/17-05/04,JO 226,
NR,18071,JAPN,4402,1,11M,3,Advanced Japanese II,MWF,11:30 am-12:25 pm,15,0,15,100,0,100,0,0,0,Shinobu Watanabe (P),01/17-05/04,JO 226,
NR,10975,JAPN,4501,1,11M,3,Japanese Linguistics,TR,01:00 pm-02:25 pm,15,0,15,100,0,100,0,0,0,Hironori Nishi (P),01/17-05/04,TBA,
NR,28797,JAPN,4602,1,11M,3,Multimedia Translation II,MW,12:40 pm-02:05 pm,15,0,15,0,0,0,0,0,0,Yuki Matsuda (P),01/17-05/04,TBA,
NR,15848,JAPN,4780,2,11M,3,Individual Study in Japanese,,TBA,5,0,5,100,0,100,0,0,0,Yuki Matsuda (P),01/17-05/04,TBA,
JDST Judaic Studies,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
NR,11962,JDST,2850,101,11M,3,Religions of Abraham,,TBA,36,0,36,100,0,100,0,0,0,Shaul Bar (P),01/17-03/03,TBA,Gen Ed Humanities/Fine Arts
NR,18307,JDST,4511,1,11M,3,Holocaust Studies,MWF,10:20 am-11:15 am,25,0,25,100,0,100,25,0,25,Michael B Hundley (P),01/17-05/04,CL 213,
JOUR Journalism,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
NR,27590,JOUR,3120,1,11M,3,Reporting,TR,11:20 am-12:45 pm,18,0,18,100,0,100,0,0,0,Casey Kendall Hilder (P),01/17-05/04,MJ 208,
NR,12432,JOUR,3526,1,11M,3,Multimedia Storytelling,TR,11:20 am-12:45 pm,18,0,18,100,0,100,0,0,0,Robert D Byrd (P),01/17-05/04,MJ 202,
NR,12433,JOUR,3526,2,11M,3,Multimedia Storytelling,TR,02:40 pm-04:05 pm,20,0,20,100,0,100,0,0,0,Jin Yang (P),01/17-05/04,MJ 212,
NR,24046,JOUR,3526,M50,11M,3,Multimedia Storytelling,,TBA,18,0,18,100,0,100,0,0,0,Robert D Byrd (P),01/17-05/04,WEB 100,Online BA Journalism UG and (Tiger Eats Does Not Apply) and UM3D Approved Online Section
NR,27591,JOUR,3629,1,11M,3,Broadcast Reporting I,MW,09:10 am-10:35 am,20,0,20,100,0,100,0,0,0,Jaquela Chalise Macklin (P),01/17-05/04,MJ 212,
NR,28759,JOUR,4185,1,11M,3,Social Justice Writing/Report,TR,01:00 pm-02:25 pm,18,0,18,100,0,100,18,0,18,TBA,01/17-05/04,MJ 202,
NR,14843,JOUR,4250,R50,11R,3,Mass Media Law,,TBA,99,0,99,100,0,100,0,0,0,TBA,01/17-05/03,WEB,(Tiger Eats Does Not Apply)
NR,24228,JOUR,4629,1,11M,3,Broadcast Reporting II,MW,02:20 pm-03:45 pm,18,0,18,100,0,100,18,0,18,Jaquela Chalise Macklin (P),01/17-05/04,MJ 202,
NR,24229,JOUR,4639,1,11M,3,Television News Producing,MW,02:20 pm-03:45 pm,20,0,20,100,0,100,20,0,20,Joseph Raymond Hayden (P),01/17-05/04,MJ 212,
NR,14845,JOUR,4712,R50,11R,3,Media and Cultures,,TBA,99,0,99,100,0,100,0,0,0,TBA,01/17-05/03,WEB,(Tiger Eats Does Not Apply)
NR,12461,JOUR,4830,1,11M,3,Directed Indiv Study,,TBA,10,0,10,100,0,100,0,0,0,Michael Robinson (P),01/17-05/04,TBA,
NR,24745,JOUR,4830,201,11M,1,Directed Indiv Study,,TBA,5,0,5,100,0,100,0,0,0,Robert D Byrd (P),03/13-04/26,TBA,Supplemental Course
NR,28618,JOUR,4830,202,11M,1,Directed Indiv Study,,TBA,5,0,5,100,0,100,0,0,0,Matthew Joseph Haught (P),03/13-04/26,TBA,Supplemental Course
NR,28320,JOUR,4830,M50,11M,3,Directed Indiv Study,,TBA,5,0,5,100,0,100,0,0,0,Matthew Joseph Haught (P),01/17-05/04,WEB 100,Online BA Journalism UG and (Tiger Eats Does Not Apply) and UM3D Approved Online Section
NR,20149,JOUR,4998,1,11M,3,Multimedia News Lab,TR,02:40 pm-04:05 pm,18,0,18,100,0,100,18,0,18,Candace C Justice (P),01/17-05/04,MJ 202,
NR,28760,JOUR,6185,1,11M,3,Social Justice Writing/Report,TR,01:00 pm-02:25 pm,18,0,18,100,0,100,18,0,18,TBA,01/17-05/04,MJ 202,
NR,26959,JOUR,6629,1,11M,3,Broadcast Reporting II,MW,02:20 pm-03:45 pm,18,0,18,100,0,100,18,0,18,Jaquela Chalise Macklin (P),01/17-05/04,MJ 202,
NR,26210,JOUR,6639,1,11M,3,TV News Producing,MW,02:20 pm-03:45 pm,20,0,20,100,0,100,20,0,20,Joseph Raymond Hayden (P),01/17-05/04,MJ 212,
NR,27614,JOUR,6998,1,11M,3,Multimedia News Lab,TR,02:40 pm-04:05 pm,18,0,18,100,0,100,18,0,18,Candace C Justice (P),01/17-05/04,MJ 202,
JRSM Jour and Strategic Media,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
NR,25490,JRSM,1700,1,11M,3,Intro to Media,MW,12:40 pm-02:05 pm,145,0,145,100,0,100,145,0,145,Otis L Sanford (P),01/17-05/04,MJ 100,
NR,26571,JRSM,1700,350,11M,3,Intro to Media Honors,MW,12:40 pm-02:05 pm,145,0,145,100,0,100,145,0,145,Otis L Sanford (P),01/17-05/04,MJ 100,Gen Ed Social/Behavioral Sci and Honors Section
NR,25612,JRSM,1700,501,U28,3,"Survey of Media Jackson, TN - Lambuth Section",TR,11:20 am-12:45 pm,20,0,20,100,0,100,18,0,18,Tori Martin Cliff (P),01/17-05/04,TBA,Gen Ed Social/Behavioral Sci and (Tiger Eats Does Not Apply)
NR,25482,JRSM,1700,M50,11M,3,Intro to Media,,TBA,25,0,25,100,0,100,0,0,0,Terris Sheronda King (P),01/17-03/03,WEB 100,Gen Ed Social/Behavioral Sci and Online BA Journalism UG and (Tiger Eats Does Not Apply) and UM3D Approved Online Section
NR,28318,JRSM,1700,M51,11M,3,Intro to Media,,TBA,45,0,45,100,0,100,0,0,0,TBA,03/13-04/26,WEB 100,Gen Ed Social/Behavioral Sci and Online BA Journalism UG and (Tiger Eats Does Not Apply) and UM3D Approved Online Section and Supplemental Course
NR,28168,JRSM,1750,1,11M,3,Media Writing l,TR,11:20 am-12:45 pm,20,0,20,100,0,100,0,0,0,Candace C Justice (P),01/17-05/04,MJ 212,
NR,28169,JRSM,1750,2,11M,3,Media Writing l,TR,01:00 pm-02:25 pm,20,0,20,100,0,100,0,0,0,Casey Kendall Hilder (P),01/17-05/04,MJ 212,
NR,25491,JRSM,1750,M50,11M,3,Media Writing l,,TBA,20,0,20,100,0,100,0,0,0,Dana Leigh Albright (P),01/17-05/04,WEB 100,Online BA Journalism UG and (Tiger Eats Does Not Apply) and UM3D Approved Online Section
NR,26987,JRSM,1750,M51,11M,3,Media Writing l,,TBA,20,0,20,100,0,100,0,0,0,Dana Leigh Albright (P),01/17-05/04,WEB 100,Online BA Journalism UG and (Tiger Eats Does Not Apply) and UM3D Approved Online Section
NR,27617,JRSM,1800,1,11M,3,Intro to Radio,TR,11:20 am-12:45 pm,20,0,20,100,0,100,0,0,0,Terris Sheronda King (P),01/17-05/04,MJ 206,
NR,25492,JRSM,2121,1,11M,3,Media Writing ll,TR,09:40 am-11:05 am,18,0,18,100,0,100,0,0,0,Casey Kendall Hilder (P),01/17-05/04,MJ 208,
NR,25493,JRSM,2121,2,11M,3,Media Writing ll,MW,12:40 pm-02:05 pm,18,0,18,100,0,100,0,0,0,Joseph Raymond Hayden (P),01/17-05/04,MJ 208,
NR,25494,JRSM,2121,3,11M,3,Media Writing ll,TR,01:00 pm-02:25 pm,18,0,18,100,0,100,0,0,0,Candace C Justice (P),01/17-05/04,MJ 208,
NR,25496,JRSM,2121,M50,11M,3,Media Writing ll,,TBA,16,0,16,100,0,100,0,0,0,Ashley Craig (P),01/17-05/04,WEB 100,Online BA Journalism UG and (Tiger Eats Does Not Apply) and UM3D Approved Online Section
NR,27618,JRSM,2121,M51,11M,3,Media Writing ll,,TBA,16,0,16,100,0,100,0,0,0,Ashley Craig (P),01/17-05/04,WEB 100,Online BA Journalism UG and (Tiger Eats Does Not Apply) and UM3D Approved Online Section
NR,25497,JRSM,3900,1,11M,3,Visual Media,TR,09:40 am-11:05 am,20,0,20,100,0,100,0,0,0,Michael Robinson (P),01/17-05/04,MJ 206,
NR,25498,JRSM,3900,2,11M,3,Visual Media,MW,09:10 am-10:35 am,20,0,20,100,0,100,0,0,0,Ruoxu Wang (P),01/17-05/04,MJ 206,
NR,25501,JRSM,3900,M50,11M,3,Visual Media,,TBA,20,0,20,100,0,100,0,0,0,Ashley Perks (P),01/17-05/04,WEB 100,Online BA Journalism UG and (Tiger Eats Does Not Apply) and UM3D Approved Online Section
NR,27619,JRSM,3905,1,11M,3,Graphics for Strategic Media,TR,09:40 am-11:05 am,18,0,18,100,0,100,0,0,0,TBA,01/17-05/04,MJ 202,
NR,28749,JRSM,3905,M90,U28,3,"Graphics for Strategic Media - Jackson, TN - Lambuth Section",,TBA,20,0,20,100,0,100,0,0,0,Tori Martin Cliff (P),01/17-05/04,WEB 100,Online BA Journalism UG and (Tiger Eats Does Not Apply) and UM3D Approved Online Section
NR,25502,JRSM,4700,1,11M,3,Media Law,TR,09:40 am-11:05 am,145,0,145,100,0,100,0,0,0,Morgan D Arant (P),01/17-05/04,MJ 100,
NR,26201,JRSM,4702,1,11M,3,"Media, Diversity and Society",MW,09:10 am-10:35 am,140,0,140,100,0,100,0,0,0,Otis L Sanford (P),01/17-05/04,MJ 100,
NR,25616,JRSM,4704,M90,U28,3,"Issues in Sports and Media Jackson, TN - Lambuth Section",,TBA,20,0,20,100,0,100,0,0,0,Tori Martin Cliff (P),01/17-05/04,WEB 100,(Tiger Eats Does Not Apply) and UM3D Approved Online Section
NR,28763,JRSM,4910,1,11M,3,Social Media and Society,TR,11:20 am-12:45 pm,145,0,145,0,0,0,0,0,0,Taylor Nicole Ackerman (P),01/17-05/04,MJ 100,
NR,26050,JRSM,4930,M50,11M,3,Media Internship,,TBA,30,0,30,100,0,100,0,0,0,Michael Robinson (P),01/17-05/04,WEB 100,Online BA Journalism UG and (Tiger Eats Does Not Apply) and UM3D Approved Online Section
NR,25507,JRSM,4940,1,11M,3,Student Media Practicum,,TBA,20,0,20,100,0,100,0,0,0,"Candace C Justice (P), Michael Robinson",01/17-05/04,TBA,
NR,25508,JRSM,4940,2,11M,3,Student Media Practicum,MW,11:30 am-12:25 pm,25,0,25,100,0,100,0,0,0,"Kim S Marks (P), Michael Robinson",01/17-05/04,MJ 106,
NR,28174,JRSM,4940,3,11M,3,Student Media Practicum,,TBA,20,0,20,100,0,100,0,0,0,"Terris Sheronda King (P), Michael Robinson",01/17-05/04,TBA,
NR,28175,JRSM,4940,4,11M,3,Student Media Practicum,,TBA,20,0,20,100,0,100,0,0,0,"Joseph Raymond Hayden (P), Michael Robinson",01/17-05/04,TBA,
NR,27245,JRSM,4940,M50,11M,3,Student Media Practicum,,TBA,20,0,20,100,0,100,0,0,0,Kim S Marks (P),01/17-05/04,WEB 100,Online BA Journalism UG and (Tiger Eats Does Not Apply) and UM3D Approved Online Section
NR,25513,JRSM,7002,M50,11M,3,Pro Seminar,,TBA,20,0,20,100,0,100,45,0,45,Thomas J Hrach (P),01/17-05/04,WEB 100,Online MA Journalism GR and UM3D Approved Online Section
NR,27623,JRSM,7050,S01,11M,3,Mass Comm Theory,T,05:30 pm-08:30 pm,16,0,16,100,0,100,0,0,0,Thomas J Hrach (P),01/17-05/04,REM 100,Online MA Journalism GR and UM3D Approved Online Section
NR,26213,JRSM,7080,S01,11M,3,Quantitative Research Methods,T,05:30 pm-08:30 pm,16,0,16,100,0,100,16,0,16,Matthew Joseph Haught (P),01/17-05/04,REM 100,Online MA Journalism GR and UM3D Approved Online Section
NR,26912,JRSM,7100,S01,11M,3,Entrepreneurial Media,R,05:30 pm-08:30 pm,16,0,16,100,0,100,0,0,0,Matthew Joseph Haught (P),01/17-05/04,REM 100,Online MA Journalism GR and UM3D Approved Online Section
NR,25518,JRSM,7320,M50,11M,3,Mass Media & Diversity,,TBA,16,0,16,100,0,100,0,0,0,TBA,01/17-05/04,WEB 100,Online MA Journalism GR and UM3D Approved Online Section
NR,26211,JRSM,7412,S01,11M,3,Social Media Analytics,W,05:30 pm-08:30 pm,16,0,16,100,0,100,0,0,0,Ruoxu Wang (P),01/17-05/04,REM 100,Online MA Journalism GR and UM3D Approved Online Section
NR,26215,JRSM,7530,S01,11M,3,Visual Media Theory & Practice,M,05:30 pm-08:30 pm,16,0,16,100,0,100,0,0,0,Robert D Byrd (P),01/17-05/04,REM 100,Online MA Journalism GR and UM3D Approved Online Section
NR,25523,JRSM,7600,M50,11M,3,Graduate Media Practicum,,TBA,20,0,20,100,0,100,20,0,20,Thomas J Hrach (P),01/17-05/04,WEB 100,Online MA Journalism GR and UM3D Approved Online Section
NR,25916,JRSM,7990,1,11M,2,Media Portfolio,,TBA,50,0,50,100,0,100,0,0,0,Thomas J Hrach (P),01/17-05/04,TBA,
NR,25917,JRSM,7990,M50,11M,2,Media Portfolio,,TBA,50,0,50,100,0,100,0,0,0,Thomas J Hrach (P),01/17-05/04,WEB 100,Online MA Journalism GR and UM3D Approved Online Section
NR,25900,JRSM,7996,3,11M,6,Thesis,,TBA,50,0,50,100,0,100,0,0,0,Thomas J Hrach (P),01/17-05/04,TBA,
NR,25906,JRSM,7998,M52,11M,3,Professional Project,,TBA,50,0,50,100,0,100,0,0,0,Thomas J Hrach (P),01/17-05/04,WEB 100,Online MA Journalism GR and UM3D Approved Online Section
KORE Korean,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
NR,26332,KORE,1020,1,11M,3,Elementary Korean ll,MW,12:40 pm-02:05 pm,30,0,30,100,0,100,0,0,0,Hyeyeon Kang (P),01/17-05/04,JO 226,
NR,26333,KORE,2020,1,11M,3,Intermediate Korean ll,MW,02:20 pm-03:45 pm,30,0,30,100,0,100,0,0,0,Hyeyeon Kang (P),01/17-05/04,JO 226,
LALI Languages and Literature,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
NR,10978,LALI,4441,1,11M,3,Dante,MW,02:20 pm-03:45 pm,10,0,10,100,0,100,15,0,15,Cosetta Gaudenzi (P),01/17-05/04,TBA,
NR,26934,LALI,4500,1,11M,3,Japanese Culture and Society,TR,09:40 am-11:05 am,20,0,20,100,0,100,0,0,0,Hironori Nishi (P),01/17-05/04,TBA,
NR,18915,LALI,4780,1,11M,3,Individual Study Lang and Lit,,TBA,10,0,10,100,0,100,0,0,0,Yuki Matsuda (P),01/17-05/04,TBA,
NR,10979,LALI,6441,1,11M,3,Dante,MW,02:20 pm-03:45 pm,5,0,5,100,0,100,15,0,15,Cosetta Gaudenzi (P),01/17-05/04,TBA,
LATN Latin,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
NR,10983,LATN,1020,1,11M,3,Elementary Latin II,TR,09:40 am-11:05 am,30,0,30,100,0,100,0,0,0,Rita Pasqui (P),01/17-05/04,TBA,Foreign Language II
NR,10986,LATN,2020,1,11M,3,Intermediate Latin II,TR,11:20 am-12:45 pm,30,0,30,100,0,100,0,0,0,Rita Pasqui (P),01/17-05/04,TBA,
LAW Law,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
NR,14220,LAW,121,11,11M,2,Contracts II,MW,10:15 am-11:05 am,60,0,60,100,0,100,0,0,0,"Boris Mamlyuk (P), Cheryl Foshee Edwards , Stephanie H Hope , Jodi L Wilson",01/11-05/12,DLS 136,Course Fee - Law Library
NR,14221,LAW,121,12,11M,2,Contracts II,MW,10:15 am-11:05 am,60,0,60,100,0,100,0,0,0,"Lynda Wray Black (P), Cheryl Foshee Edwards , Stephanie H Hope , Jodi L Wilson",01/11-05/12,DLS 244,Course Fee - Law Library
NR,27717,LAW,121,14,11M,2,Contracts II,MW,10:15 am-11:05 am,35,0,35,100,0,100,0,0,0,"Ronnie Richard Gipson (P), Cheryl Foshee Edwards , Stephanie H Hope , Jodi L Wilson",01/11-05/12,DLS 226,Course Fee - Law Library
NR,14222,LAW,122,11,11M,3,Torts II,TR,09:00 am-10:15 am,60,0,60,100,0,100,0,0,0,"Nicole Tuchinda (P), Cheryl Foshee Edwards , Stephanie H Hope , Jodi L Wilson",01/11-05/12,DLS 226,Course Fee - Law Library
NR,14223,LAW,122,12,11M,3,Torts II,TR,09:00 am-10:15 am,60,0,60,100,0,100,0,0,0,"Ronnie Richard Gipson (P), Cheryl Foshee Edwards , Stephanie H Hope , Jodi L Wilson",01/11-05/12,DLS 244,Course Fee - Law Library
NR,14224,LAW,123,0A1,11M,2,Legal Methods II,M,01:00 pm-02:50 pm,18,0,18,100,0,100,0,0,0,"Carrie Eaker Kerley (P), Cheryl Foshee Edwards , Stephanie H Hope , Jodi L Wilson",01/11-05/12,DLS 226,Course Fee - Law Library
NR,14225,LAW,123,0A2,11M,2,Legal Methods II,W,01:00 pm-02:50 pm,18,0,18,100,0,100,0,0,0,"Carrie Eaker Kerley (P), Cheryl Foshee Edwards , Stephanie H Hope , Jodi L Wilson",01/11-05/12,DLS 226,Course Fee - Law Library
NR,25607,LAW,123,0C1,11M,2,Legal Methods II,M,01:00 pm-02:50 pm,18,0,18,100,0,100,0,0,0,"Regina Lambert Hillman (P), Cheryl Foshee Edwards , Stephanie H Hope , Jodi L Wilson",01/11-05/12,DLS 233,Course Fee - Law Library
NR,25608,LAW,123,0C2,11M,2,Legal Methods II,W,01:00 pm-02:50 pm,18,0,18,100,0,100,0,0,0,"Regina Lambert Hillman (P), Cheryl Foshee Edwards , Stephanie H Hope , Jodi L Wilson",01/11-05/12,DLS 233,Course Fee - Law Library
NR,25609,LAW,123,0.00E+00,11M,2,Legal Methods II,M,01:00 pm-02:50 pm,18,0,18,100,0,100,0,0,0,"Mary A Morris (P), Cheryl Foshee Edwards , Stephanie H Hope , Jodi L Wilson",01/11-05/12,DLS 230,Course Fee - Law Library
NR,25610,LAW,123,0.00E+00,11M,2,Legal Methods II,W,01:00 pm-02:50 pm,18,0,18,100,0,100,0,0,0,"Mary A Morris (P), Cheryl Foshee Edwards , Stephanie H Hope , Jodi L Wilson",01/11-05/12,DLS 325,Course Fee - Law Library
