AAAS Afrcn and Afrcn-Amer Stds,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
NR,12563,COMM,7892,2,11M,3,Film/Video Production,,TBA,5,0,5,100,0,100,0,0,0,Martin George Lang (P),01/17-05/04,TBA,Course Fee Broadcast and Film
NR,12595,COMM,7994,1,11M,3,Culminating Project,,TBA,5,0,5,100,0,100,0,0,0,David Goodman (P),01/17-05/04,TBA,
NR,17622,COMM,7994,3,11M,3,Culminating Project,,TBA,5,0,5,100,0,100,0,0,0,Martin George Lang (P),01/17-05/04,TBA,
NR,12607,COMM,8321,1,11M,3,Communication Theory,R,01:00 pm-04:00 pm,15,0,15,100,0,100,15,0,15,Joy Vanice Goldsmith (P),01/17-05/04,ACB 301,
NR,28817,COMM,8354,1,11M,3,Rhet Health Medicine Science,W,05:30 pm-08:30 pm,10,0,10,100,0,100,15,0,15,Amanda J Young (P),01/17-05/04,ACB 301,
NR,28815,COMM,8357,1,11M,3,Pedagogical Rhetoric,T,05:30 pm-08:30 pm,10,0,10,100,0,100,15,0,15,Antonio Raul de Velasco (P),01/17-05/04,ACB 301,
NR,19820,COMM,8374,1,11M,3,Directed Studies in Comm Arts,,TBA,5,0,5,100,0,100,0,0,0,Christina Moss (P),01/17-05/04,TBA,
NR,12612,COMM,8374,13,11M,3,Directed Studies in Comm Arts,,TBA,5,0,5,100,0,100,0,0,0,Antonio Raul de Velasco (P),01/17-05/04,TBA,
NR,28813,COMM,8803,1,11M,3,Topics in Film Studies,M,05:30 pm-08:30 pm,10,0,10,100,0,100,15,0,15,Elja Roy (P),01/17-05/04,ACB 301,
NR,21766,COMM,8996,3,11M,3,Reading for Comps,,TBA,5,0,5,100,0,100,0,0,0,Andre E Johnson (P),01/17-05/04,TBA,
NR,12624,COMM,9000,1,11M,2,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Marina Levina (P),01/17-05/04,TBA,
NR,17299,COMM,9000,3,11M,2,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Amanda Nell Edgar (P),01/17-05/04,TBA,
NR,18760,COMM,9000,5,11M,5,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Katherine G Hendrix (P),01/17-05/04,TBA,
NR,12625,COMM,9000,13,11M,5,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Marina Levina (P),01/17-05/04,TBA,
NR,17066,COMM,9000,14,11M,3,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Joy Vanice Goldsmith (P),01/17-05/04,TBA,
NR,12626,COMM,9000,16,11M,1,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Joy Vanice Goldsmith (P),01/17-05/04,TBA,
NR,17053,COMM,9000,17,11M,9,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Joy Vanice Goldsmith (P),01/17-05/04,TBA,
NR,12627,COMM,9000,19,11M,5,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Joy Vanice Goldsmith (P),01/17-05/04,TBA,
NR,16846,COMM,9000,20,11M,5,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Andre E Johnson (P),01/17-05/04,TBA,
NR,16933,COMM,9000,22,11M,1,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Andre E Johnson (P),01/17-05/04,TBA,
NR,18578,COMM,9000,31,11M,1,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Antonio Raul de Velasco (P),01/17-05/04,TBA,
NR,18805,COMM,9000,41,11M,3,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Andre E Johnson (P),01/17-05/04,TBA,
COMP Computer Science,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
NR,12658,COMP,1800,1,11M,3,Problem Solving/Computers,TR,02:40 pm-04:05 pm,36,0,36,100,0,100,36,0,36,Fatih Sen (P),01/17-05/04,FIT 226,
NR,12664,COMP,1900,1,11M,4,CS1:Intro to Programming,MW,12:40 pm-02:05 pm,49,0,49,0,0,0,0,0,0,Kriangsiri Malasri (P),01/17-05/04,ES 326,
NR,12661,COMP,1900,2,11M,4,CS1:Intro to Programming,TR,11:20 am-12:45 pm,60,0,60,0,0,0,0,0,0,Fatih Sen (P),01/17-05/04,PSY 204,
NR,25604,COMP,1900,3,11M,4,CS1:Intro to Programming,TR,09:40 am-11:05 am,46,0,46,0,0,0,0,0,0,Kriangsiri Malasri (P),01/17-05/04,DH 233,
NR,12672,COMP,1900,101,11M,0,CS1:Intro Comp Science Lab,R,06:20 pm-08:20 pm,26,0,26,0,0,0,0,0,0,Kriangsiri Malasri (P),01/17-05/04,DH 232,
NR,12674,COMP,1900,102,11M,0,CS1:Intro Comp Science Lab,F,02:45 pm-04:45 pm,26,0,26,0,0,0,0,0,0,Kriangsiri Malasri (P),01/17-05/04,DH 232,
NR,12669,COMP,1900,103,11M,0,CS1:Intro Comp Science Lab,R,04:10 pm-06:10 pm,26,0,26,0,0,0,0,0,0,Fatih Sen (P),01/17-05/04,DH 232,
NR,12666,COMP,1900,104,11M,0,CS1:Intro Comp Science Lab,F,12:30 pm-02:30 pm,26,0,26,0,0,0,0,0,0,Fatih Sen (P),01/17-05/04,DH 232,
NR,12676,COMP,1900,105,11M,0,CS1:Intro Comp Science Lab,F,10:20 am-12:20 pm,26,0,26,0,0,0,0,0,0,Kriangsiri Malasri (P),01/17-05/04,DH 232,
NR,12678,COMP,1900,106,11M,0,CS1:Intro Comp Science Lab,R,02:00 pm-04:00 pm,26,0,26,0,0,0,0,0,0,Kriangsiri Malasri (P),01/17-05/04,DH 232,
NR,24924,COMP,1950,1,11M,1,Ethics and Technology,F,09:10 am-10:05 am,80,0,80,100,0,100,0,0,0,William Bristol Baggett (P),01/17-05/04,PSY 204,
NR,12680,COMP,2150,1,11M,4,CS2: OOP and Data Structures,TR,05:30 pm-07:30 pm,75,0,75,100,0,100,75,0,75,James Yu (P),01/17-05/04,DH 351,
NR,25605,COMP,2150,2,11M,4,CS2: OOP and Data Structures,,TBA,70,0,70,100,0,100,0,0,0,James Yu (P),01/17-05/04,TBA,
NR,19982,COMP,2150,350,11M,4,CS2: OOP Data Structures Honor,TR,05:30 pm-07:30 pm,75,0,75,100,0,100,75,0,75,James Yu (P),01/17-05/04,DH 351,Honors Section
NR,22345,COMP,2700,1,11M,4,Discrete Structures,MW,05:30 pm-07:30 pm,65,0,65,100,0,100,0,0,0,Kriangsiri Malasri (P),01/17-05/04,DH 233,
NR,23646,COMP,2700,2,11M,4,Discrete Structures,,TBA,60,0,60,100,0,100,0,0,0,Nirman Kumar (P),01/17-05/04,TBA,
NR,14606,COMP,3050,R50,45R,3,Programming Languages,,TBA,99,0,99,100,0,100,0,0,0,TBA,01/17-05/03,WEB,(Tiger Eats Does Not Apply)
NR,24451,COMP,3115,1,11M,3,Database Process and Design,TR,01:00 pm-02:25 pm,54,0,54,100,0,100,0,0,0,William Bristol Baggett (P),01/17-05/04,DH 123,
NR,12687,COMP,3410,1,11M,4,Computer Org/Architecture,,TBA,50,0,50,100,0,100,0,0,0,Sajjan G Shiva (P),01/17-05/04,TBA,
NR,12689,COMP,3825,1,11M,3,Network/Info Assurance,MW,12:40 pm-02:05 pm,50,0,50,100,0,100,0,0,0,Kan Yang (P),01/17-05/04,DH 123,
NR,12690,COMP,4001,1,11M,3,Intro to Python Programming,TR,02:40 pm-04:05 pm,40,0,40,100,0,100,40,0,40,William Bristol Baggett (P),01/17-05/04,FIT 227,
NR,12697,COMP,4030,1,11M,3,Design/Analysis Algorithms,TR,09:40 am-11:05 am,75,0,75,100,0,100,75,0,75,Vinhthuy T Phan (P),01/17-05/04,DH 124,
NR,12699,COMP,4040,1,11M,3,Programming Languages,MW,02:20 pm-03:45 pm,50,0,50,100,0,100,50,0,50,Fatih Sen (P),01/17-05/04,DH 129,
NR,19068,COMP,4081,1,11M,3,Software Engineering,TR,02:40 pm-04:05 pm,50,0,50,100,0,100,0,0,0,Scott D Fleming (P),01/17-05/04,DH 124,
NR,24922,COMP,4118,1,11M,3,Introduction to Data Mining,TR,11:20 am-12:45 pm,50,0,50,100,0,100,50,0,50,Xiaofei Zhang (P),01/17-05/04,DH 225,
NR,12708,COMP,4270,1,11M,3,Operating Systems,TR,11:20 am-12:45 pm,77,0,77,100,0,100,77,0,77,Myounggyu Won (P),01/17-05/04,PSY 206,
NR,12711,COMP,4302,1,11M,3,Web Service/Internet,TR,07:10 pm-08:35 pm,36,0,36,100,0,100,36,0,36,Michael Charles Nolen (P),01/17-05/04,DH 103,
NR,25606,COMP,4430,1,11M,3,Digital Forensics,MW,12:40 pm-02:05 pm,40,0,40,100,0,100,40,0,40,Christos Papadopoulos (P),01/17-05/04,FIT 227,
NR,25701,COMP,4432,1,11M,3,Secure Coding and Testing,TR,05:30 pm-06:55 pm,50,0,50,100,0,100,50,0,50,Andrew Jason Neel (P),01/17-05/04,DH 233,
NR,12744,COMP,4601,1,11M,3,Models of Computation,TR,01:00 pm-02:25 pm,50,0,50,100,0,100,0,0,0,Thomas W Watson (P),01/17-05/04,TBA,
NR,24818,COMP,4720,1,11M,3,Intro Artificial Intelligence,MWF,11:30 am-12:25 pm,68,0,68,100,0,100,40,0,40,TBA,01/17-05/04,ET 233,
NR,12747,COMP,4882,1,11M,3,Capstone Software Proj,TR,02:40 pm-04:05 pm,54,0,54,100,0,100,0,0,0,James Yu (P),01/17-05/04,DH 123,
NR,12751,COMP,4911,1,11M,3,Internship Computer Science,,TBA,20,0,20,100,0,100,20,0,20,William Bristol Baggett (P),01/17-05/04,TBA,
NR,26437,COMP,4911,3,11M,2,Internship Computer Science,,TBA,5,0,5,100,0,100,0,0,0,William Bristol Baggett (P),01/17-05/04,TBA,
NR,12753,COMP,6001,1,11M,3,Intro to Python Programming,TR,02:40 pm-04:05 pm,40,0,40,100,0,100,40,0,40,William Bristol Baggett (P),01/17-05/04,FIT 227,
NR,12758,COMP,6030,1,11M,3,Design/Analysis Algorithms,TR,09:40 am-11:05 am,75,0,75,100,0,100,75,0,75,Vinhthuy T Phan (P),01/17-05/04,DH 124,
NR,24923,COMP,6118,1,11M,3,Introduction to Data Mining,TR,11:20 am-12:45 pm,50,0,50,100,0,100,50,0,50,Xiaofei Zhang (P),01/17-05/04,DH 225,
NR,12764,COMP,6302,1,11M,3,Web Service/Internet,TR,07:10 pm-08:35 pm,36,0,36,100,0,100,36,0,36,Michael Charles Nolen (P),01/17-05/04,DH 103,
NR,24820,COMP,6720,1,11M,3,Intro Artificial Intlg,MWF,11:30 am-12:25 pm,68,0,68,100,0,100,40,0,40,TBA,01/17-05/04,ET 233,
NR,15773,COMP,7012,1,11M,3,Fndtns/Software Engr,MW,12:40 pm-02:05 pm,60,0,60,100,0,100,0,0,0,Scott D Fleming (P),01/17-05/04,DH 124,
NR,27205,COMP,7118,M50,11M,3,Data Mining,,TBA,60,0,60,100,0,100,60,0,60,Xiaofei Zhang (P),01/17-05/04,WEB 100,Online Data Sciences Grad Cert and UM3D Approved Online Section
NR,28507,COMP,7120,M50,11M,3,Cryptgrphy/Data Securty,,TBA,60,0,60,100,0,100,60,0,60,Kan Yang (P),01/17-05/04,WEB 100,UM3D Approved Online Section
NR,12782,COMP,7311,1,11M,3,Adv Computer Networks,MW,02:20 pm-03:45 pm,36,0,36,100,0,100,36,0,36,Myounggyu Won (P),01/17-05/04,DH 103,
NR,28539,COMP,7327,M50,11M,3,Network/Internet Secrty,,TBA,30,0,30,100,0,100,30,0,30,Dipankar Dasgupta (P),01/17-05/04,WEB 100,UM3D Approved Online Section
NR,12784,COMP,7514,1,11M,3,Cognitive Science Seminar,W,02:20 pm-05:20 pm,20,0,20,100,0,100,20,0,20,David Miguel Gray (P),01/17-05/04,FIT 405,
NR,15774,COMP,7612,1,11M,3,Foundations of Computing,TR,02:40 pm-04:05 pm,51,0,51,100,0,100,0,0,0,Nirman Kumar (P),01/17-05/04,DH 225,
NR,12787,COMP,7720,1,11M,3,Artificial Intelligence,,TBA,80,0,80,100,0,100,80,0,80,TBA,01/17-05/04,TBA,
NR,26612,COMP,7745,M50,11M,3,Machine Learning,,TBA,100,0,100,100,0,100,100,0,100,Deepak Venugopal (P),01/17-05/04,WEB 100,Online Data Sciences Grad Cert and UM3D Approved Online Section
NR,12789,COMP,7780,1,11M,3,Natural Lang Processng,TR,11:20 am-12:45 pm,60,0,60,100,0,100,60,0,60,Vasile Rus (P),01/17-05/04,TBA,
NR,12791,COMP,7901,1,11M,3,Ind Studies Comp Sci,,TBA,5,0,5,100,0,100,0,0,0,Scott D Fleming (P),01/17-05/04,TBA,
NR,17497,COMP,7901,2,11M,3,Ind Studies Comp Sci,,TBA,5,0,5,100,0,100,0,0,0,Deepak Venugopal (P),01/17-05/04,TBA,
NR,21940,COMP,7901,5,11M,3,Ind Studies Comp Sci,,TBA,5,0,5,100,0,100,0,0,0,Amy Shannon Cook (P),01/17-05/04,TBA,
NR,17473,COMP,7980,1,11M,3,Master's Project,,TBA,5,0,5,100,0,100,0,0,0,Kan Yang (P),01/17-05/04,TBA,
NR,17576,COMP,7980,2,11M,3,Master's Project,,TBA,5,0,5,100,0,100,0,0,0,Thomas W Watson (P),01/17-05/04,TBA,
NR,19698,COMP,7980,3,11M,3,Master's Project,,TBA,5,0,5,100,0,100,0,0,0,Myounggyu Won (P),01/17-05/04,TBA,
NR,19695,COMP,7980,4,11M,3,Master's Project,,TBA,5,0,5,100,0,100,0,0,0,Xiaofei Zhang (P),01/17-05/04,TBA,
NR,17631,COMP,7980,5,11M,3,Master's Project,,TBA,5,0,5,100,0,100,0,0,0,Deepak Venugopal (P),01/17-05/04,TBA,
NR,20991,COMP,7980,6,11M,1,Master's Project,,TBA,5,0,5,100,0,100,0,0,0,Vasile Rus (P),01/17-05/04,TBA,
NR,17505,COMP,7996,1,11M,3,Thesis,,TBA,5,0,5,100,0,100,0,0,0,Amy Shannon Cook (P),01/17-05/04,TBA,
NR,20107,COMP,7996,2,11M,3,Thesis,,TBA,5,0,5,100,0,100,0,0,0,Deepak Venugopal (P),01/17-05/04,TBA,
NR,12797,COMP,7996,4,11M,6,Thesis,,TBA,5,0,5,100,0,100,0,0,0,Nirman Kumar (P),01/17-05/04,TBA,
NR,20574,COMP,7996,5,11M,6,Thesis,,TBA,5,0,5,100,0,100,0,0,0,Lan Wang (P),01/17-05/04,TBA,
NR,27678,COMP,8118,M50,11M,3,Data Mining,,TBA,60,0,60,100,0,100,60,0,60,Xiaofei Zhang (P),01/17-05/04,WEB 100,Online Data Sciences Grad Cert and UM3D Approved Online Section
NR,28508,COMP,8120,M50,11M,3,Cryptgrphy/Data Securty,,TBA,60,0,60,100,0,100,60,0,60,Kan Yang (P),01/17-05/04,WEB 100,UM3D Approved Online Section
NR,12806,COMP,8311,1,11M,3,Adv Computer Networks,MW,02:20 pm-03:45 pm,36,0,36,100,0,100,36,0,36,Myounggyu Won (P),01/17-05/04,DH 103,
NR,28540,COMP,8327,M50,11M,3,Network/Internet Secrty,,TBA,30,0,30,100,0,100,30,0,30,Dipankar Dasgupta (P),01/17-05/04,WEB 100,UM3D Approved Online Section
NR,12808,COMP,8514,1,11M,3,Cognitive Science Seminar,W,02:20 pm-05:20 pm,20,0,20,100,0,100,20,0,20,David Miguel Gray (P),01/17-05/04,FIT 405,
NR,26613,COMP,8745,M50,11M,3,Machine Learning,,TBA,100,0,100,100,0,100,100,0,100,Deepak Venugopal (P),01/17-05/04,WEB 100,Online Data Sciences Grad Cert and UM3D Approved Online Section
NR,12813,COMP,8780,1,11M,3,Natural Lang Processng,TR,11:20 am-12:45 pm,60,0,60,100,0,100,60,0,60,Vasile Rus (P),01/17-05/04,TBA,
NR,17272,COMP,8901,1,11M,3,Ind Studies Comp Sci,,TBA,5,0,5,100,0,100,0,0,0,Amy Shannon Cook (P),01/17-05/04,TBA,
NR,18778,COMP,8901,2,11M,3,Ind Studies Comp Sci,,TBA,5,0,5,100,0,100,0,0,0,Lan Wang (P),01/17-05/04,TBA,
NR,18900,COMP,8901,3,11M,3,Ind Studies Comp Sci,,TBA,5,0,5,100,0,100,0,0,0,Santosh Kumar (P),01/17-05/04,TBA,
NR,12816,COMP,8901,4,11M,3,Ind Studies Comp Sci,,TBA,5,0,5,100,0,100,0,0,0,Nirman Kumar (P),01/17-05/04,TBA,
NR,20960,COMP,8901,5,11M,3,Ind Studies Comp Sci,,TBA,5,0,5,100,0,100,0,0,0,Kan Yang (P),01/17-05/04,TBA,
NR,20961,COMP,8901,6,11M,3,Ind Studies Comp Sci,,TBA,5,0,5,100,0,100,0,0,0,Christos Papadopoulos (P),01/17-05/04,TBA,
NR,17062,COMP,8901,7,11M,3,Ind Studies Comp Sci,,TBA,5,0,5,100,0,100,0,0,0,Thomas W Watson (P),01/17-05/04,TBA,
NR,18884,COMP,8901,8,11M,9,Ind Studies Comp Sci,,TBA,5,0,5,100,0,100,0,0,0,Nirman Kumar (P),01/17-05/04,TBA,
NR,21917,COMP,8901,10,11M,9,Ind Studies Comp Sci,R,TBA,5,0,5,100,0,100,0,0,0,Scott D Fleming (P),01/17-05/04,TBA,
NR,12815,COMP,8901,12,11M,3,Ind Studies Comp Sci,,TBA,5,0,5,100,0,100,0,0,0,Xiaofei Zhang (P),01/17-05/04,TBA,
NR,18761,COMP,8901,13,11M,3,Ind Studies Comp Sci,,TBA,5,0,5,100,0,100,0,0,0,Santosh Kumar (P),01/17-05/04,TBA,
NR,17359,COMP,8901,14,11M,9,Ind Studies Comp Sci,U,TBA,5,0,5,100,0,100,0,0,0,Santosh Kumar (P),01/17-05/04,TBA,
NR,17266,COMP,8901,16,11M,3,Ind Studies Comp Sci,,TBA,5,0,5,100,0,100,0,0,0,Weizi Li (P),01/17-05/04,TBA,
NR,17275,COMP,8901,17,11M,1,Ind Studies Comp Sci,,TBA,5,0,5,100,0,100,0,0,0,Vinhthuy T Phan (P),01/17-05/04,TBA,
NR,21900,COMP,8901,18,11M,6,Ind Studies Comp Sci,,TBA,5,0,5,100,0,100,10,0,10,Santosh Kumar (P),01/17-05/04,TBA,
NR,20007,COMP,8901,19,11M,6,Ind Studies Comp Sci,,TBA,5,0,5,100,0,100,0,0,0,Deepak Venugopal (P),01/17-05/04,TBA,
NR,21943,COMP,8901,21,11M,6,Ind Studies Comp Sci,,TBA,5,0,5,100,0,100,0,0,0,Vasile Rus (P),01/17-05/04,TBA,
NR,17484,COMP,8901,22,11M,3,Ind Studies Comp Sci,,TBA,5,0,5,100,0,100,0,0,0,Myounggyu Won (P),01/17-05/04,TBA,
NR,17063,COMP,8901,23,11M,9,Ind Studies Comp Sci,,TBA,5,0,5,100,0,100,0,0,0,Lan Wang (P),01/17-05/04,TBA,
NR,17217,COMP,8901,24,11M,6,Ind Studies Comp Sci,,TBA,5,0,5,100,0,100,0,0,0,Thomas W Watson (P),01/17-05/04,TBA,
NR,27908,COMP,8901,25,11M,3,Ind Studies Comp Sci,,TBA,5,0,5,100,0,100,0,0,0,Vasile Rus (P),01/17-05/04,TBA,
NR,27927,COMP,8901,26,11M,9,Ind Studies Comp Sci,,TBA,5,0,5,100,0,100,0,0,0,Weizi Li (P),01/17-05/04,TBA,
NR,17486,COMP,9000,2,11M,3,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Xiaofei Zhang (P),01/17-05/04,TBA,
NR,22688,COMP,9000,3,11M,9,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Vasile Rus (P),01/17-05/04,TBA,
NR,18662,COMP,9000,4,11M,1,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Sajjan G Shiva (P),01/17-05/04,TBA,
NR,17431,COMP,9000,6,11M,3,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Santosh Kumar (P),01/17-05/04,TBA,
NR,17392,COMP,9000,9,11M,9,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Santosh Kumar (P),01/17-05/04,TBA,
NR,12820,COMP,9000,12,11M,9,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Kan Yang (P),01/17-05/04,TBA,
NR,19992,COMP,9000,14,11M,3,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Vinhthuy T Phan (P),01/17-05/04,TBA,
NR,17388,COMP,9000,19,11M,1,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Vasile Rus (P),01/17-05/04,TBA,
NR,12818,COMP,9000,25,11M,9,Dissertation,,TBA,5,0,5,100,0,100,0,0,0,Scott D Fleming (P),01/17-05/04,TBA,
COUN Counseling,,,,,,,,,,,,,,,,,,,,,,
Select,CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Cap,Act,Rem,WL Cap,WL Act,WL Rem,XL Cap,XL Act,XL Rem,Instructor,Date (MM/DD),Location,Attribute
NR,12696,COUN,4611,1,11M,3,Intro to Counseling,TR,08:00 am-09:25 am,30,0,30,100,0,100,0,0,0,TBA,01/17-05/04,PT 129,
NR,12700,COUN,4621,2,11M,3,Human Interactions,M,05:30 pm-08:30 pm,30,0,30,100,0,100,0,0,0,Christopher D Bourque (P),01/17-05/04,CL 409,
NR,12705,COUN,4783,410,11M,3,Alcohol/Drug Abuse Services,,TBA,30,0,30,100,0,100,0,0,0,James C Latta (P),01/17-05/04,WEB,(Tiger Eats Does Not Apply)
NR,25185,COUN,4901,1,11M,3,Princ/Tech/Rehab Counseling,W,04:30 pm-07:30 pm,20,0,20,100,0,100,0,0,0,Chrisann Schiro-Geist (P),01/17-05/04,TBA TBA,
NR,28399,COUN,6913,1,11M,3,Med/Psyc Aspects/Rehab,M,10:00 am-01:00 pm,5,0,5,100,0,100,16,0,16,Chrisann Schiro-Geist (P),01/17-05/04,PT 317,
NR,16539,COUN,6921,1,11M,3,Vocational Dev/Occ Info,T,05:00 pm-08:00 pm,20,0,20,100,0,100,0,0,0,Brenna M Breshears (P),01/17-05/04,PT 129,
NR,12713,COUN,7411,2,11M,3,Foundatns of Counseling,T,01:00 pm-04:00 pm,12,0,12,100,0,100,0,0,0,"Hannah Jean Maust (P), Pamela A Cogdal",01/17-05/04,PT 107,
NR,16338,COUN,7411,3,11M,3,Foundatns of Counseling,W,04:30 pm-07:30 pm,12,0,12,100,0,100,0,0,0,"Pamela A Cogdal , Mary Hilgeman Neal",01/17-05/04,EH 105,
NR,12714,COUN,7531,1,11M,3,Group Counseling Procss,M,02:00 pm-05:00 pm,20,0,20,100,0,100,0,0,0,Frances Isabelle Ellmo (P),01/17-05/04,PT 129,
NR,19674,COUN,7541,3,11M,3,Theories Counsel & Pers,R,05:00 pm-08:00 pm,25,0,25,100,0,100,0,0,0,Taneshia Greenidge (P),01/17-05/04,PT 107,
NR,12716,COUN,7551,410,11M,3,Assessment Techniques,,TBA,25,0,25,100,0,100,0,0,0,Chi Li (P),01/17-05/04,WEB,
NR,12717,COUN,7561,1,11M,3,Career Counseling,W,05:00 pm-08:00 pm,20,0,20,100,0,100,0,0,0,Rosie Phillips Davis (P),01/17-05/04,CL 135,
NR,12718,COUN,7571,1,11M,3,Clinical Techniques,T,01:00 pm-04:00 pm,12,0,12,100,0,100,0,0,0,Chi Li (P),01/17-05/04,CL 201,
NR,26051,COUN,7571,3,11M,3,Clinical Techniques,T,05:00 pm-08:00 pm,14,0,14,100,0,100,0,0,0,Taneshia Greenidge (P),01/17-05/04,PT 305,
NR,12722,COUN,7630,1,11M,3,Clinical Mental Health Coun,R,05:30 pm-08:30 pm,30,0,30,100,0,100,0,0,0,Michael Stephen Skirius (P),01/17-05/04,PT 201,
NR,12723,COUN,7631,1,11M,3,Pract Mental Health Coun,T,03:00 pm-04:30 pm,6,0,6,100,0,100,0,0,0,TBA,01/17-05/04,EH 125,
NR,12724,COUN,7631,2,11M,3,Pract Mental Health Coun,T,05:00 pm-06:30 pm,6,0,6,100,0,100,0,0,0,TBA,01/17-05/04,PT 315,
NR,16546,COUN,7631,3,11M,3,Pract Mental Health Coun,W,03:00 pm-04:30 pm,6,0,6,100,0,100,0,0,0,"Tristan Kayla McKenzie (P), Pamela A Cogdal",01/17-05/04,ROB 102,
NR,17725,COUN,7631,4,11M,3,Pract Mental Health Coun,R,05:30 pm-07:00 pm,5,0,5,100,0,100,0,0,0,"Justin Keith Dodson (P), Pamela A Cogdal",01/17-05/04,DH 101,
NR,12725,COUN,7632,1,11M,5,Intern Cmty/Mntl Hlth,W,06:30 pm-08:00 pm,12,0,12,100,0,100,12,0,12,Madeline Kyle Capstick (P),01/17-05/04,EH 123,
NR,12726,COUN,7632,2,11M,9,Intern Cmty/Mntl Hlth,W,06:30 pm-08:00 pm,12,0,12,100,0,100,12,0,12,Madeline Kyle Capstick (P),01/17-05/04,EH 123,
NR,16547,COUN,7632,3,11M,5,Intern Cmty/Mntl Hlth,W,05:00 pm-06:29 pm,12,0,12,100,0,100,12,0,12,Madeline Kyle Capstick (P),01/17-05/04,EH 123,
NR,16548,COUN,7632,4,11M,9,Intern Cmty/Mntl Hlth,F,10:00 am-11:30 am,12,0,12,100,0,100,12,0,12,Eraina Schauss (P),01/17-05/04,PT 315,
NR,16549,COUN,7632,5,11M,9,Intern Cmty/Mntl Hlth,W,05:00 pm-06:29 pm,12,0,12,100,0,100,12,0,12,Madeline Kyle Capstick (P),01/17-05/04,EH 123,
NR,16550,COUN,7632,6,11M,5,Intern Cmty/Mntl Hlth,F,10:00 am-11:30 am,12,0,12,100,0,100,12,0,12,Eraina Schauss (P),01/17-05/04,PT 315,
NR,12727,COUN,7640,1,11M,3,Principles Schl Couns,M,05:00 pm-08:00 pm,18,0,18,100,0,100,18,0,18,Michelle Welch Brasfield (P),01/17-05/04,EH 125,
NR,16653,COUN,7641,3,11M,3,Prac Elem Sch Coun,W,04:00 pm-05:30 pm,6,0,6,100,0,100,12,0,12,Melanie Ann Burgess (P),01/17-05/04,PT 317,
NR,24036,COUN,7644,1,11M,3,Intern Middle School Coun,T,05:00 pm-06:30 pm,12,0,12,100,0,100,12,0,12,Zakeya Tanae Good (P),01/17-05/04,EH 125,
NR,24603,COUN,7644,2,11M,4,Intern Middle School Coun,T,05:00 pm-06:30 pm,12,0,12,100,0,100,12,0,12,Zakeya Tanae Good (P),01/17-05/04,EH 125,
NR,16654,COUN,7645,3,11M,3,Prac Sec School Coun,W,04:00 pm-05:30 pm,6,0,6,100,0,100,12,0,12,Melanie Ann Burgess (P),01/17-05/04,PT 317,
NR,12733,COUN,7646,1,11M,3,Intern Sec Sch Coun,T,05:00 pm-06:30 pm,12,0,12,100,0,100,12,0,12,Zakeya Tanae Good (P),01/17-05/04,EH 125,
NR,12734,COUN,7646,2,11M,4,Intern Sec Sch Coun,T,05:00 pm-06:30 pm,12,0,12,100,0,100,12,0,12,Zakeya Tanae Good (P),01/17-05/04,EH 125,
NR,12735,COUN,7710,1,11M,3,Addiction Counseling,W,05:00 pm-08:00 pm,25,0,25,100,0,100,0,0,0,Jeffrey Glenn Blancett (P),01/17-05/04,PT 107,
NR,27211,COUN,7720,1,11M,3,Sys Develp Family Thrpy,M,05:30 pm-08:30 pm,20,0,20,100,0,100,0,0,0,Ann Elizabeth Taylor (P),01/17-05/04,PT 213,
NR,19692,COUN,7730,1,11M,3,Crisis Intrvntn Coun,R,05:00 pm-08:00 pm,20,0,20,100,0,100,0,0,0,TBA,01/17-05/04,PT 217,
